model_code,sku,productidweb,category_code,brand,Cảm biến,Định vị,Môn thể thao,SIM,Thực hiện cuộc gọi,Tiện ích,"Chuẩn chống nước, bụi",Theo dõi sức khoẻ,Tiện ích khác,Hiển thị thông báo,Thời gian sử dụng,Thời gian sạc,Dung lượng pin,Cổng sạc,Sản xuất tại,Thời gian ra mắt,Ngôn ngữ,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Kích thước mặt,Chất liệu mặt,Chất liệu khung viền,Chất liệu dây,Độ rộng dây,Chu vi cổ tay,Thay thế,Dài,Ngang,Dày,Khối lượng máy,Thiết kế,Độ phân giải camera trước,Chip xử lý (CPU),Bộ nhớ,Hệ điều hành,Tương thích,Ứng dụng,Kết nối,Đường kính,giá gốc,giá khuyến mãi,khuyến mãi quà
188172,0232391001882,283716,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Trượt tuyết | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Đi bộ | Đạp xe,Không có,Không có,Cảm biến chuyển động Motion Detect Sensor (cần gắn thêm phụ kiện) | Hẹn giờ giặt | Phích cắm VDE,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)","Hẹn giờ thở thư giãn | Tính quãng đường chạy | Tính lượng calories tiêu thụ | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở uống nước | Theo dõi nhịp tim 24h | Nhiệt độ trên da | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ | Theo dõi nhịp thở 24/7 | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Chiến lược về nhịp độ (PacePro) | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Chế độ tiết kiệm năng lượng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Đồng bộ thời gian với GPS | Tự động tiết kiệm ánh sáng vào ban ngày | Đèn pin | Health Snapshot | Sức bền theo thời gian thực (Real-time Stamina) | Ghim định hướng (PinPointer) | Cố vấn Jet Lag | Theo dõi trực tuyến (LiveTrack) | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tính khoảng cách nâng cao (PlaysLike Distance) | Sẵn sàng luyện tập (Training Readiness) | Báo cáo buổi sáng (Morning Report) | Vùng xanh (Green View) | Trạng thái tập luyện (Training Status) | Động lực học chạy bộ (Running Dynamics) | Thời gian hồi phục (Recovery Time) | Bài tập hình động | AutoShot | Khuyến cáo thời gian phục hồi (Recovery Time Advisor) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Thủy triều | Công nghệ SATIQ | Tuyến đường TracBack | Tọa độ điểm tham chiếu | Đối thủ ảo (Virtual Partner) | Điểm tham chiếu (Reference Point) | Tìm điện thoại",Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 89 giờ (ở chế độ GPS) | Khoảng 28 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.4 inch,280 x 280 pixels,51 mm,Kính cường lực Sapphire,Titanium,Silicone,2.6 cm,127 - 210 cm,Có,51,51,14,61,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store | Garmin Golf,Wifi | ANT+ | Bluetooth,,23553818,23553818,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188172,0232391002366,283716,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Trượt tuyết | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Đi bộ | Đạp xe,Không có,Không có,Cảm biến chuyển động Motion Detect Sensor (cần gắn thêm phụ kiện) | Hẹn giờ giặt | Phích cắm VDE,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)","Hẹn giờ thở thư giãn | Tính quãng đường chạy | Tính lượng calories tiêu thụ | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở uống nước | Theo dõi nhịp tim 24h | Nhiệt độ trên da | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ | Theo dõi nhịp thở 24/7 | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Chiến lược về nhịp độ (PacePro) | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Chế độ tiết kiệm năng lượng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Đồng bộ thời gian với GPS | Tự động tiết kiệm ánh sáng vào ban ngày | Đèn pin | Health Snapshot | Sức bền theo thời gian thực (Real-time Stamina) | Ghim định hướng (PinPointer) | Cố vấn Jet Lag | Theo dõi trực tuyến (LiveTrack) | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tính khoảng cách nâng cao (PlaysLike Distance) | Sẵn sàng luyện tập (Training Readiness) | Báo cáo buổi sáng (Morning Report) | Vùng xanh (Green View) | Trạng thái tập luyện (Training Status) | Động lực học chạy bộ (Running Dynamics) | Thời gian hồi phục (Recovery Time) | Bài tập hình động | AutoShot | Khuyến cáo thời gian phục hồi (Recovery Time Advisor) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Thủy triều | Công nghệ SATIQ | Tuyến đường TracBack | Tọa độ điểm tham chiếu | Đối thủ ảo (Virtual Partner) | Điểm tham chiếu (Reference Point) | Tìm điện thoại",Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 89 giờ (ở chế độ GPS) | Khoảng 28 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.4 inch,280 x 280 pixels,51 mm,Kính cường lực Sapphire,Titanium,Silicone,2.6 cm,127 - 210 cm,Có,51,51,14,61,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store | Garmin Golf,Wifi | ANT+ | Bluetooth,,23553818,23553818,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188172,0232391001820,283716,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Trượt tuyết | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Đi bộ | Đạp xe,Không có,Không có,"Điều khiển bằng điện thoại, có Wi-Fi | Tự động làm sạch Auto Clean | Phích cắm VDE","Chống nước 10 ATM (Bơi, lặn vùng nước nông)","Hẹn giờ thở thư giãn | Tính quãng đường chạy | Tính lượng calories tiêu thụ | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở uống nước | Theo dõi nhịp tim 24h | Nhiệt độ trên da | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ | Theo dõi nhịp thở 24/7 | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Chiến lược về nhịp độ (PacePro) | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Chế độ tiết kiệm năng lượng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Đồng bộ thời gian với GPS | Tự động tiết kiệm ánh sáng vào ban ngày | Đèn pin | Health Snapshot | Sức bền theo thời gian thực (Real-time Stamina) | Ghim định hướng (PinPointer) | Cố vấn Jet Lag | Theo dõi trực tuyến (LiveTrack) | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tính khoảng cách nâng cao (PlaysLike Distance) | Sẵn sàng luyện tập (Training Readiness) | Báo cáo buổi sáng (Morning Report) | Vùng xanh (Green View) | Trạng thái tập luyện (Training Status) | Động lực học chạy bộ (Running Dynamics) | Thời gian hồi phục (Recovery Time) | Bài tập hình động | AutoShot | Khuyến cáo thời gian phục hồi (Recovery Time Advisor) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Thủy triều | Công nghệ SATIQ | Tuyến đường TracBack | Tọa độ điểm tham chiếu | Đối thủ ảo (Virtual Partner) | Điểm tham chiếu (Reference Point) | Tìm điện thoại",Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 89 giờ (ở chế độ GPS) | Khoảng 28 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.4 inch,280 x 280 pixels,51 mm,Kính cường lực Sapphire,Titanium,Silicone,2.6 cm,127 - 210 cm,Có,51,51,14,61,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store | Garmin Golf,Wifi | ANT+ | Bluetooth,,23553818,23553818,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391001834,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391001867,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391002389,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391002387,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391001833,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391001835,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391002363,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188171,0232391002388,283714,49,Garmin,Cảm biến ánh sáng môi trường | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Pulse Ox | Gia tốc kế,,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Không có,,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đếm bước chân | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,OLED,0.34 x 0.73 inch,72 x 154 pixels,40 mm,Kính cường lực hóa học,Polyme cốt sợi,Silicone,2 cm,125 - 190 cm,Có,40,40,11,19,,Không,Hãng không công bố,Dữ liệu hoạt động trong vòng 14 ngày,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth,,4410000,4410000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
